image_name,xmin,ymin,xmax,ymax
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,146,70,149,111
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,147,76,154,108
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,194,70,206,132
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,25,85,64,140
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,46,83,107,138
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,188,99,217,131
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,222,85,254,108
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,253,99,274,109
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,286,102,294,110
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,298,103,308,111
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,57,225,80,280
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,339,252,412,364
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,6,227,23,280
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,33,228,45,271
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,96,231,113,283
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,117,234,129,271
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,126,233,139,270
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,135,232,149,269
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,149,224,162,269
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,174,227,185,265
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,189,224,198,260
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,216,227,231,267
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,316,225,329,265
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,361,227,374,259
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,298,352,366,415
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,59,365,69,384
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,64,363,75,378
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,91,373,150,414
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,111,370,132,378
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,133,371,152,388
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,141,364,187,409
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,212,363,311,415
image_000000180_jpg.rf.3af2ad0f6644678a704ac3c08fdc11bf,84,66,151,223
image_000000180_jpg.rf.3af2ad0f6644678a704ac3c08fdc11bf,15,139,332,301
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,308,165,389,407
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,0,222,35,268
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,58,209,68,233
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,107,206,115,228
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,135,177,153,228
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,233,203,242,222
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,379,197,393,249
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,76,210,103,229
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,121,192,296,306
image_000000185_jpg.rf.206d2c5176cd9191a747b2c37fd1b104,256,2,415,409
image_000000185_jpg.rf.206d2c5176cd9191a747b2c37fd1b104,0,27,208,327
image_000000185_jpg.rf.206d2c5176cd9191a747b2c37fd1b104,199,99,289,189
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,3,50,33,153
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,31,69,37,81
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,49,64,59,81
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,193,46,207,64
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,217,47,231,64
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,315,63,331,106
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,361,40,396,146
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,10,56,396,284
image_000000189_jpg.rf.93a7a46048697e02b4de4d4ad4190df8,135,17,264,327
image_000000189_jpg.rf.93a7a46048697e02b4de4d4ad4190df8,14,113,397,287
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,80,106,133,348
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,124,143,171,286
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,227,139,272,286
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,270,153,290,258
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,301,131,372,382
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,146,105,286,266
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,54,136,75,193
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,139,136,166,202
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,260,109,319,268
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,185,138,232,169
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,289,144,406,229
image_000000220_jpg.rf.ddd4746dda12bc72b8f5e3bc9bc57af7,54,0,78,46
image_000000220_jpg.rf.ddd4746dda12bc72b8f5e3bc9bc57af7,214,0,251,147
image_000000220_jpg.rf.ddd4746dda12bc72b8f5e3bc9bc57af7,269,0,415,141
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,0,50,72,214
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,197,91,222,105
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,8,117,387,344
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,347,99,415,144
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,390,141,415,201
image_000000233_jpg.rf.66685e2154a45baa4588f0079d061736,21,73,128,395
image_000000233_jpg.rf.66685e2154a45baa4588f0079d061736,129,108,182,172
image_000000233_jpg.rf.66685e2154a45baa4588f0079d061736,393,41,415,55
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,188,259,231,370
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,141,240,157,268
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,163,240,175,274
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,255,241,267,288
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,330,243,363,336
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,375,273,401,319
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,0,239,25,280
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,23,239,65,277
image_000000239_jpg.rf.b6b0cfa58365f062adb760d89d649a88,178,66,253,166
image_000000239_jpg.rf.b6b0cfa58365f062adb760d89d649a88,245,77,277,175
image_000000239_jpg.rf.b6b0cfa58365f062adb760d89d649a88,25,102,311,310
image_000000245_jpg.rf.a59e1adb549989b76e1974ebc109d1e5,97,113,354,409
image_000000245_jpg.rf.a59e1adb549989b76e1974ebc109d1e5,68,228,161,313
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,69,148,76,162
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,85,166,160,296
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,187,137,193,149
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,188,151,198,183
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,193,140,196,148
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,238,208,283,260
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,257,150,265,176
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,282,152,294,179
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,284,142,297,183
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,311,147,322,184
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,316,144,327,185
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,162,181,357,309
image_000000252_jpg.rf.cf1869bdc1e24f1e06effce2c2e56bb4,145,115,214,405
image_000000252_jpg.rf.cf1869bdc1e24f1e06effce2c2e56bb4,343,155,405,221
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,14,66,56,216
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,0,112,24,166
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,57,82,360,348
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,240,82,415,227
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,249,98,323,123
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,306,104,353,118
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,0,290,21,347
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,119,297,192,403
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,196,298,218,319
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,243,295,272,338
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,278,296,302,329
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,147,298,190,330
image_000000264_jpg.rf.9d7a252b3a6779baa84d11e77448590e,368,146,388,225
image_000000264_jpg.rf.9d7a252b3a6779baa84d11e77448590e,242,152,367,246
image_000000264_jpg.rf.9d7a252b3a6779baa84d11e77448590e,255,156,287,264
image_000000264_jpg.rf.9d7a252b3a6779baa84d11e77448590e,86,146,213,292
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,58,354,107,415
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,188,229,202,257
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,265,259,280,298
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,342,255,351,273
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,344,237,352,265
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,349,251,356,270
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,356,248,362,268
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,360,232,368,267
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,336,53,386
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,348,112,415
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,100,341,125,370
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,135,335,173,381
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,285,349,311,372
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,2,77,20,122
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,33,67,44,83
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,42,66,52,86
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,67,60,79,102
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,77,58,93,111
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,94,55,112,111
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,108,62,119,109
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,136,55,144,109
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,150,58,165,108
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,77,174,303
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,370,50,415,194
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,377,237,415,414
image_000000272_jpg.rf.38d54f83d55e5e06646b877a1a51a128,104,0,188,127
image_000000272_jpg.rf.38d54f83d55e5e06646b877a1a51a128,12,55,415,384
image_000000272_jpg.rf.38d54f83d55e5e06646b877a1a51a128,264,120,415,410
image_000000277_jpg.rf.afa2f0830a300fb694fdf8989ce9ff0b,47,185,55,211
image_000000277_jpg.rf.afa2f0830a300fb694fdf8989ce9ff0b,176,324,199,367
image_000000277_jpg.rf.afa2f0830a300fb694fdf8989ce9ff0b,134,336,393,415
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,80,204,123,370
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,137,188,180,346
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,181,146,224,381
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,233,143,274,375
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,285,158,294,189
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,308,165,345,192
image_000000289_jpg.rf.168b143aafcf8811ff554fa438eee897,20,13,111,390
image_000000289_jpg.rf.168b143aafcf8811ff554fa438eee897,229,260,311,365
image_000000289_jpg.rf.168b143aafcf8811ff554fa438eee897,0,139,393,361
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,198,271,295,385
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,59,253,91,303
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,132,289,166,320
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,323,282,338,302
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,331,286,340,297
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,339,284,372,343
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,366,284,405,354
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,390,283,401,341
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,136,274,361,370
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,62,50,297
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,51,71,88,207
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,87,65,130,193
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,302,111,311,136
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,316,129,323,157
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,322,112,330,153
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,332,125,339,158
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,345,109,353,142
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,380,118,390,155
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,387,115,396,156
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,100,19,169
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,56,247,260
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,27,112,387,385
image_000000307_jpg.rf.ddc3e9ceef886d5a3d248e228c129a5e,279,184,406,299
image_000000307_jpg.rf.ddc3e9ceef886d5a3d248e228c129a5e,120,77,282,415
image_000000307_jpg.rf.ddc3e9ceef886d5a3d248e228c129a5e,0,165,166,295
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,243,127,278,197
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,0,104,64,276
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,0,54,23,169
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,165,114,268,344
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,201,123,248,171
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,377,118,415,248
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,66,41,277
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,301,40,307,66
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,308,37,315,63
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,311,39,330,89
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,325,25,344,84
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,335,30,352,146
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,343,29,366,149
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,364,35,380,130
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,396,33,408,51
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,402,41,409,63
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,407,205,415,255
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,55,21,340,332
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,312,47,412,107
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,372,0,415,34
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,146,8,230
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,126,28,220
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,42,130,63,219
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,73,121,98,222
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,93,123,123,209
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,94,125,106,211
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,127,160,179,261
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,133,119,158,177
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,164,120,182,201
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,198,86,265,294
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,325,71,379,386
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,172,80,411,287
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,326,67,372,244
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,336,120,413,288
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,0,86,49,121
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,0,80,106,207
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,19,48,342,357
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,159,18,184,73
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,178,6,211,115
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,223,160,248,197
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,249,179,287,218
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,0,3,167,247
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,123,106,360,336
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,107,107,136,300
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,128,111,142,277
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,172,108,194,279
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,190,86,217,291
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,209,101,229,279
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,225,102,250,252
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,327,89,361,342
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,10,149,76,224
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,134,123,182,202
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,356,155,415,292
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,384,117,414,145
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,338,51,386,184
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,42,141,61,175
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,250,82,288,134
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,374,83,415,243
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,28,147,77,241
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,54,120,107,273
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,136,173,143,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,144,171,152,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,153,174,167,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,183,170,190,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,197,171,206,211
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,206,167,216,220
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,222,172,233,226
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,237,170,246,228
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,242,169,248,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,251,165,255,218
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,258,167,265,219
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,264,168,279,225
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,377,208,406,288
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,171,62,239
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,0,415,415
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,222,415,415
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,99,171,112,190
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,120,173,142,195
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,117,78,413,392
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,96,95,193,336
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,211,115,283,176
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,0,99,8,118
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,10,106,43,136
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,336,109,415,166
image_000000342_jpg.rf.728f5b7d5089dee6e3de67d1f317e57e,54,109,371,296
image_000000342_jpg.rf.728f5b7d5089dee6e3de67d1f317e57e,184,106,216,141
image_000000342_jpg.rf.728f5b7d5089dee6e3de67d1f317e57e,213,94,275,151
image_000000346_jpg.rf.9150464b67a067f23f2e0cbf5bf0d460,159,79,388,364
image_000000346_jpg.rf.9150464b67a067f23f2e0cbf5bf0d460,32,182,87,330
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,46,261,55,269
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,166,219,187,306
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,240,228,248,284
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,247,221,255,285
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,248,224,262,310
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,251,223,255,237
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,255,227,271,313
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,262,251,295,389
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,284,240,295,285
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,285,227,303,310
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,341,233,368,339
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,362,227,371,276
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,367,231,380,279
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,380,242,387,275
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,383,233,394,275
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,388,230,407,282
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,42,239,126,320
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,164,212,238,299
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,133,168,163,316
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,106,177,133,299
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,165,149,211,406
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,209,183,231,303
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,225,183,269,381
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,270,202,291,282
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,353,196,386,326
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,390,183,415,324
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,178,18,217
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,30,194,110,241
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,289,206,355,260
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,377,208,415,282
image_000000353_jpg.rf.f50037d3136de5c6fcb6e9c62b7be2d7,297,82,398,274
image_000000353_jpg.rf.f50037d3136de5c6fcb6e9c62b7be2d7,10,95,107,289
image_000000353_jpg.rf.f50037d3136de5c6fcb6e9c62b7be2d7,81,150,384,287
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,107,191,148,324
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,157,165,184,317
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,245,175,286,329
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,300,178,332,252
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,46,203,96,260
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,81,181,204,269
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,160,193,314,293
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,93,236,139,407
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,59,16,177
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,5,50,23,102
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,10,0,31,35
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,12,119,62,246
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,35,84,70,135
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,44,114,78,186
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,58,160,80,207
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,62,0,79,26
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,75,78,98,184
