image_name,class_label,xmin,ymin,xmax,ymax
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,62,186,184,270
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,0,198,192,235,307
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,0,176,41,234
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,36,186,57,228
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,79,189,122,208
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,166,178,391,322
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,166,194,214,219
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,366,189,406,214
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,366,199,415,280
image_000000170_jpg.rf.90347962e45ef5aef8902db90c4ad5b6,1,392,203,415,227
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,1,0,44,415,360
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,0,61,68,82,202
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,0,104,80,113,132
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,0,112,85,121,130
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,0,146,70,149,111
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,0,147,76,154,108
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,0,194,70,206,132
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,1,25,85,64,140
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,1,46,83,107,138
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,1,188,99,217,131
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,1,222,85,254,108
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,1,253,99,274,109
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,1,286,102,294,110
image_000000172_jpg.rf.299fd27d9c87c0e9d87e81ca673f32dc,1,298,103,308,111
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,57,225,80,280
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,1,339,252,412,364
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,6,227,23,280
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,33,228,45,271
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,96,231,113,283
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,117,234,129,271
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,126,233,139,270
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,135,232,149,269
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,149,224,162,269
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,174,227,185,265
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,189,224,198,260
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,216,227,231,267
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,316,225,329,265
image_000000174_jpg.rf.2550e32cb3c26555c4b98b1ab2a18a34,0,361,227,374,259
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,0,298,352,366,415
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,1,59,365,69,384
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,1,64,363,75,378
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,1,91,373,150,414
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,1,111,370,132,378
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,1,133,371,152,388
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,1,141,364,187,409
image_000000175_jpg.rf.0b25bc7582f6f675ac456f899223a3d9,1,212,363,311,415
image_000000180_jpg.rf.3af2ad0f6644678a704ac3c08fdc11bf,0,84,66,151,223
image_000000180_jpg.rf.3af2ad0f6644678a704ac3c08fdc11bf,1,15,139,332,301
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,0,308,165,389,407
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,1,0,222,35,268
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,0,58,209,68,233
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,0,107,206,115,228
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,0,135,177,153,228
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,0,233,203,242,222
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,0,379,197,393,249
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,1,76,210,103,229
image_000000183_jpg.rf.f1b68c11347cb5be3906b028454da68d,1,121,192,296,306
image_000000185_jpg.rf.206d2c5176cd9191a747b2c37fd1b104,0,256,2,415,409
image_000000185_jpg.rf.206d2c5176cd9191a747b2c37fd1b104,1,0,27,208,327
image_000000185_jpg.rf.206d2c5176cd9191a747b2c37fd1b104,1,199,99,289,189
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,0,3,50,33,153
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,0,31,69,37,81
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,0,49,64,59,81
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,0,193,46,207,64
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,0,217,47,231,64
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,0,315,63,331,106
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,0,361,40,396,146
image_000000188_jpg.rf.7df0ff7e33b486afac04be4df06156ff,1,10,56,396,284
image_000000189_jpg.rf.93a7a46048697e02b4de4d4ad4190df8,0,135,17,264,327
image_000000189_jpg.rf.93a7a46048697e02b4de4d4ad4190df8,1,14,113,397,287
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,0,80,106,133,348
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,0,124,143,171,286
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,0,227,139,272,286
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,0,270,153,290,258
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,0,301,131,372,382
image_000000199_jpg.rf.4fc98714f7f696c2ba5eff6f653d6eac,1,146,105,286,266
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,0,54,136,75,193
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,0,139,136,166,202
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,0,260,109,319,268
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,1,185,138,232,169
image_000000203_jpg.rf.7ad60ba3e92879621c37ad961a055f7a,1,289,144,406,229
image_000000220_jpg.rf.ddd4746dda12bc72b8f5e3bc9bc57af7,0,54,0,78,46
image_000000220_jpg.rf.ddd4746dda12bc72b8f5e3bc9bc57af7,0,214,0,251,147
image_000000220_jpg.rf.ddd4746dda12bc72b8f5e3bc9bc57af7,1,269,0,415,141
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,0,0,50,72,214
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,0,197,91,222,105
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,1,8,117,387,344
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,1,347,99,415,144
image_000000222_jpg.rf.c7a57670c383c0914223f54b107eb701,1,390,141,415,201
image_000000233_jpg.rf.66685e2154a45baa4588f0079d061736,0,21,73,128,395
image_000000233_jpg.rf.66685e2154a45baa4588f0079d061736,1,129,108,182,172
image_000000233_jpg.rf.66685e2154a45baa4588f0079d061736,1,393,41,415,55
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,0,188,259,231,370
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,0,141,240,157,268
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,0,163,240,175,274
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,0,255,241,267,288
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,0,330,243,363,336
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,0,375,273,401,319
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,1,0,239,25,280
image_000000235_jpg.rf.bb0d9b748acbe3b32c5a1de4349b30e0,1,23,239,65,277
image_000000239_jpg.rf.b6b0cfa58365f062adb760d89d649a88,0,178,66,253,166
image_000000239_jpg.rf.b6b0cfa58365f062adb760d89d649a88,0,245,77,277,175
image_000000239_jpg.rf.b6b0cfa58365f062adb760d89d649a88,1,25,102,311,310
image_000000245_jpg.rf.a59e1adb549989b76e1974ebc109d1e5,0,97,113,354,409
image_000000245_jpg.rf.a59e1adb549989b76e1974ebc109d1e5,1,68,228,161,313
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,69,148,76,162
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,85,166,160,296
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,187,137,193,149
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,188,151,198,183
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,193,140,196,148
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,238,208,283,260
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,257,150,265,176
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,282,152,294,179
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,284,142,297,183
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,311,147,322,184
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,0,316,144,327,185
image_000000248_jpg.rf.2dc7a1e2e49e875ae2e3b694493aa834,1,162,181,357,309
image_000000252_jpg.rf.cf1869bdc1e24f1e06effce2c2e56bb4,0,145,115,214,405
image_000000252_jpg.rf.cf1869bdc1e24f1e06effce2c2e56bb4,1,343,155,405,221
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,0,14,66,56,216
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,1,0,112,24,166
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,1,57,82,360,348
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,1,240,82,415,227
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,1,249,98,323,123
image_000000254_jpg.rf.33f1ba00484afc58ca11537a12158eed,1,306,104,353,118
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,0,0,290,21,347
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,0,119,297,192,403
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,0,196,298,218,319
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,0,243,295,272,338
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,0,278,296,302,329
image_000000262_jpg.rf.0cd67d7eaae502d8d041315de8885e2e,1,147,298,190,330
image_000000264_jpg.rf.9d7a252b3a6779baa84d11e77448590e,0,368,146,388,225
image_000000264_jpg.rf.9d7a252b3a6779baa84d11e77448590e,1,242,152,367,246
image_000000264_jpg.rf.9d7a252b3a6779baa84d11e77448590e,0,255,156,287,264
image_000000264_jpg.rf.9d7a252b3a6779baa84d11e77448590e,1,86,146,213,292
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,58,354,107,415
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,188,229,202,257
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,265,259,280,298
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,342,255,351,273
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,344,237,352,265
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,349,251,356,270
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,356,248,362,268
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,0,360,232,368,267
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,1,0,336,53,386
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,1,0,348,112,415
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,1,100,341,125,370
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,1,135,335,173,381
image_000000265_jpg.rf.c097b28b2d8169a5bc067a12849d73d2,1,285,349,311,372
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,2,77,20,122
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,33,67,44,83
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,42,66,52,86
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,67,60,79,102
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,77,58,93,111
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,94,55,112,111
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,108,62,119,109
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,136,55,144,109
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,0,150,58,165,108
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,1,0,77,174,303
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,1,370,50,415,194
image_000000266_jpg.rf.30bd34c0c25f831e9562254bb2b9bfac,1,377,237,415,414
image_000000272_jpg.rf.38d54f83d55e5e06646b877a1a51a128,0,104,0,188,127
image_000000272_jpg.rf.38d54f83d55e5e06646b877a1a51a128,1,12,55,415,384
image_000000272_jpg.rf.38d54f83d55e5e06646b877a1a51a128,1,264,120,415,410
image_000000277_jpg.rf.afa2f0830a300fb694fdf8989ce9ff0b,0,47,185,55,211
image_000000277_jpg.rf.afa2f0830a300fb694fdf8989ce9ff0b,0,176,324,199,367
image_000000277_jpg.rf.afa2f0830a300fb694fdf8989ce9ff0b,1,134,336,393,415
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,0,80,204,123,370
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,0,137,188,180,346
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,0,181,146,224,381
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,0,233,143,274,375
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,0,285,158,294,189
image_000000285_jpg.rf.b3619709d245e1ac0c7bc821e0d1406a,1,308,165,345,192
image_000000289_jpg.rf.168b143aafcf8811ff554fa438eee897,0,20,13,111,390
image_000000289_jpg.rf.168b143aafcf8811ff554fa438eee897,0,229,260,311,365
image_000000289_jpg.rf.168b143aafcf8811ff554fa438eee897,1,0,139,393,361
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,0,198,271,295,385
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,0,59,253,91,303
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,0,132,289,166,320
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,0,323,282,338,302
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,0,331,286,340,297
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,0,339,284,372,343
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,0,366,284,405,354
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,0,390,283,401,341
image_000000291_jpg.rf.1bd5c6ac0801415c52c62d412e179703,1,136,274,361,370
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,0,62,50,297
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,51,71,88,207
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,87,65,130,193
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,302,111,311,136
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,316,129,323,157
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,322,112,330,153
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,332,125,339,158
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,345,109,353,142
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,380,118,390,155
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,0,387,115,396,156
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,1,0,100,19,169
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,1,0,56,247,260
image_000000302_jpg.rf.002c0bbc63d42ca41a470a45c8799b3f,1,27,112,387,385
image_000000307_jpg.rf.ddc3e9ceef886d5a3d248e228c129a5e,1,279,184,406,299
image_000000307_jpg.rf.ddc3e9ceef886d5a3d248e228c129a5e,0,120,77,282,415
image_000000307_jpg.rf.ddc3e9ceef886d5a3d248e228c129a5e,1,0,165,166,295
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,0,243,127,278,197
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,1,0,104,64,276
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,0,0,54,23,169
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,0,165,114,268,344
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,0,201,123,248,171
image_000000310_jpg.rf.a67eb69eff9dbb1a2fd9a8d773acfc74,0,377,118,415,248
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,0,66,41,277
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,301,40,307,66
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,308,37,315,63
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,311,39,330,89
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,325,25,344,84
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,335,30,352,146
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,343,29,366,149
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,364,35,380,130
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,396,33,408,51
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,402,41,409,63
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,0,407,205,415,255
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,1,55,21,340,332
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,1,312,47,412,107
image_000000311_jpg.rf.131059664a0456db2f118d33bc86717d,1,372,0,415,34
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,0,146,8,230
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,0,126,28,220
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,42,130,63,219
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,73,121,98,222
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,93,123,123,209
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,94,125,106,211
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,127,160,179,261
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,133,119,158,177
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,164,120,182,201
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,198,86,265,294
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,0,325,71,379,386
image_000000315_jpg.rf.3b7ae31c841fcbbc93a0a9de10381e6e,1,172,80,411,287
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,0,326,67,372,244
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,0,336,120,413,288
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,1,0,86,49,121
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,1,0,80,106,207
image_000000324_jpg.rf.6cc8a1267d6a454400ef49b82b1dd1c5,1,19,48,342,357
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,0,159,18,184,73
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,0,178,6,211,115
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,0,223,160,248,197
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,0,249,179,287,218
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,1,0,3,167,247
image_000000328_jpg.rf.f45142fe56fac203d10bbde892af06fd,1,123,106,360,336
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,0,107,107,136,300
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,0,128,111,142,277
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,0,172,108,194,279
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,0,190,86,217,291
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,0,209,101,229,279
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,0,225,102,250,252
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,0,327,89,361,342
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,1,10,149,76,224
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,1,134,123,182,202
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,1,356,155,415,292
image_000000329_jpg.rf.5820fc02c92b79a77267a799e49adad5,1,384,117,414,145
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,0,338,51,386,184
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,0,42,141,61,175
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,0,250,82,288,134
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,0,374,83,415,243
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,1,28,147,77,241
image_000000334_jpg.rf.a1330e541c16fe93899e0d24e9c4a763,1,54,120,107,273
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,136,173,143,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,144,171,152,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,153,174,167,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,183,170,190,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,197,171,206,211
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,206,167,216,220
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,222,172,233,226
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,237,170,246,228
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,242,169,248,208
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,251,165,255,218
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,258,167,265,219
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,264,168,279,225
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,0,377,208,406,288
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,1,0,171,62,239
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,1,0,0,415,415
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,1,0,222,415,415
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,1,99,171,112,190
image_000000337_jpg.rf.1ca26821298a393a4b2483c077ebb941,1,120,173,142,195
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,1,117,78,413,392
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,0,96,95,193,336
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,0,211,115,283,176
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,1,0,99,8,118
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,1,10,106,43,136
image_000000338_jpg.rf.e15325297e7f76ddabf3140637be8316,1,336,109,415,166
image_000000342_jpg.rf.728f5b7d5089dee6e3de67d1f317e57e,1,54,109,371,296
image_000000342_jpg.rf.728f5b7d5089dee6e3de67d1f317e57e,0,184,106,216,141
image_000000342_jpg.rf.728f5b7d5089dee6e3de67d1f317e57e,0,213,94,275,151
image_000000346_jpg.rf.9150464b67a067f23f2e0cbf5bf0d460,1,159,79,388,364
image_000000346_jpg.rf.9150464b67a067f23f2e0cbf5bf0d460,0,32,182,87,330
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,46,261,55,269
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,166,219,187,306
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,240,228,248,284
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,247,221,255,285
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,248,224,262,310
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,251,223,255,237
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,255,227,271,313
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,262,251,295,389
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,284,240,295,285
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,285,227,303,310
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,341,233,368,339
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,362,227,371,276
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,367,231,380,279
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,380,242,387,275
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,383,233,394,275
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,0,388,230,407,282
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,1,42,239,126,320
image_000000347_jpg.rf.ea1d6547f695b3e7392797a541129f48,1,164,212,238,299
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,133,168,163,316
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,106,177,133,299
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,165,149,211,406
